bill_id,bill_type,bill_number,congress,title,status
s314-114,s,314,114,Pharmacy and Medically Underserved Areas Enhancement Act,in_committee
s1932-114,s,1932,114,All Kids Matter Act,in_committee
s2742-114,s,2742,114,Promoting Biomedical Research and Public Health for Patients Act,out_of_committee
s795-114,s,795,114,A bill to enhance whistleblower protection for contractor and grantee employees.,passed
s191-114,s,191,114,Educating Tomorrow's Workforce Act of 2015,in_committee
s2100-114,s,2100,114,Tobacco to 21 Act,in_committee
s2554-114,s,2554,114,Department of Veterans Affairs Accountability Act of 2016,in_committee
s921-114,s,921,114,Delaware River Basin Conservation Act of 2015,out_of_committee
s2496-114,s,2496,114,Help Small Businesses Access Affordable Credit Act,in_committee
hres559-115,hres,559,115,Recognizing Navy Pier as a public community resource and treasured Chicago landmark.,in_committee
hres335-115,hres,335,115,Supporting the goals and ideals of National Purple Heart Recognition Day.,in_committee
hres1142-115,hres,1142,115,"Providing for consideration of the bill (H.R. 6784) to provide for removal of the gray wolf in the contiguous 48 States from the List of Endangered and Threatened Wildlife published under the Endangered Species Act of 1973, and providing for proceedings during the period from November 19, 2018, through November 26, 2018.",passed
hres104-115,hres,104,115,Reaffirming a strong commitment to the United States-Mexico partnership.,in_committee
hres570-115,hres,570,115,"Affirming the historical connection of the Jewish people to the ancient and sacred city of Jerusalem and condemning efforts at the United Nations Educational, Scientific, and Cultural Organization (UNESCO) to deny Judaism's millennia-old historical, religious, and cultural ties to Jerusalem.",in_committee
hres503-115,hres,503,115,"Recognizing the importance of cancer program accreditation in ensuring comprehensive, high-quality, patient-centered cancer care.",in_committee
hres781-115,hres,781,115,Recognizing Girl Scouts of the United States of America on its 106th birthday and the importance of leadership development for girls.,in_committee
hres752-115,hres,752,115,"Recognizing the rise of cardiovascular disease as the world's leading cause of preventable death and disability and as the global public health crisis of our generation and recognizing February 2018 as ""American Heart Month"".",in_committee
hres250-115,hres,250,115,Expressing the need to eliminate life without parole for children.,in_committee
hres737-115,hres,737,115,"Expressing support for the designation of March 2, 2018, as ""Gold Star Families Remembrance Day"".",in_committee
hres910-115,hres,910,115,"Condemning violence against children globally, and encouraging the development of a strategy for preventing, addressing, and ending violence against children and youth globally.",in_committee
hres1039-115,hres,1039,115,"Encouraging edge providers, broadband providers, and data brokers to include certain data protections in their policies.",in_committee
hres345-115,hres,345,115,Urging the President to faithfully carry out the Affordable Care Act.,in_committee
hres220-115,hres,220,115,"Expressing the sense of the House of Representatives regarding past genocides, and for other purposes.",in_committee
hres576-115,hres,576,115,Reaffirming the strategic partnership between the United States of America and the country of Georgia.,in_committee
hres770-115,hres,770,115,"Supporting the goals and ideals of Social Work Month during March 2018 and World Social Work Day on March 20, 2018.",in_committee
hres382-115,hres,382,115,Providing for consideration of the bill (H.R. 1215) to improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system.,passed
hres391-115,hres,391,115,"Expressing support for designation of the month of June 2017 as ""National Post-Traumatic Stress Injury Awareness Month'' and June 27, 2017, as ""National Post-Traumatic Stress Injury Awareness Day''.",in_committee
hres1062-115,hres,1062,115,Supporting the goals to protect United States military personnel from malaria.,in_committee
hres244-115,hres,244,115,Expressing support for Japan to end its whaling in all forms and to strengthen measures to conserve whale populations.,in_committee
hres519-115,hres,519,115,Supporting the effort to raise awareness of the vital roles that franchising and the entrepreneurial spirit play in the economy of the United States by expressing support for the designation of National Franchising Day on September 13.,in_committee
hres142-115,hres,142,115,"Expressing support for designation of the week of October 29 through November 4, 2017, as ""National Obesity Care Week"".",in_committee
hres1100-115,hres,1100,115,"Designating September 2018 as ""National Workforce Development Month"" and recognizing the necessity of investing in workforce development to support workers and to help employers succeed in a global economy.",in_committee
hres15-115,hres,15,115,Expressing the sense of the House of Representatives that the United States Postal Service should take all appropriate measures to ensure the continuation of its 6-day mail delivery service.,in_committee
hres313-115,hres,313,115,REPAIR Resolution,in_committee
hres639-115,hres,639,115,Honoring the success of the more-than-a-decade-long process by Southern California locals to create the San Gabriel Mountains National Monument.,in_committee
hres401-115,hres,401,115,"Urging China, South Korea, Vietnam, Thailand, the Philippines, Indonesia, Cambodia, Laos, India, and all nations to outlaw the dog and cat meat trade and to enforce existing laws against the trade.",passed
hres852-115,hres,852,115,"Expressing support for the designation of May 3, 2018, as a ""National Day of Reason"" and recognizing the importance of reason in the betterment of humanity.",in_committee
hres849-115,hres,849,115,Expressing the sense of the House of Representatives that the Office of Technology Assessment should be reestablished.,in_committee
hres334-115,hres,334,115,Expressing the sense of the House of Representatives regarding grid modernization.,in_committee
hres132-115,hres,132,115,Calling on the President to initiate renegotiation of the North American Free Trade Agreement (NAFTA) and further calling on the President to consider withdrawing the United States from NAFTA if the renegotiations are not satisfactorily completed within one year.,in_committee
hres590-115,hres,590,115,Calling on the Secretary of Veterans Affairs to conduct a clinical study assessing the effectiveness of treating chronic pain in veterans with cannabis in comparison to opioids.,in_committee
hres475-115,hres,475,115,"Expressing support for the designation of the month of September 2017 as ""National Month for Renters"".",in_committee
hres730-115,hres,730,115,Supporting the goals and ideals of Career and Technical Education Month.,in_committee
hres83-115,hres,83,115,Providing amounts for the expenses of the Committee on Ethics in the One Hundred Fifteenth Congress.,in_committee
hres927-115,hres,927,115,Condemning the Trump administration's zero tolerance policy.,in_committee
hres258-115,hres,258,115,Urging the Secretary of Veterans Affairs to prioritize the hiring of mental health professionals.,in_committee
hres732-115,hres,732,115,Urging Turkey to respect the rights and religious freedoms of the Ecumenical Patriarchate.,in_committee
hres46-115,hres,46,115,Recognizing the increased risk of sleep apnea among soldiers returning from active duty and the benefits of continuous positive airway pressure (CPAP) therapy on treating obstructive sleep apnea (OSA) in soldiers suffering from Posttraumatic Stress Disorder (PTSD).,in_committee
s820-114,s,820,114,Child and Dependent Care Tax Credit Enhancement Act of 2015,in_committee
s277-114,s,277,114,Strengthening Research in Adult Education Act,in_committee
s1979-114,s,1979,114,Bring the Ancient One Home Act of 2015,in_committee
s1050-114,s,1050,114,INSPIRES Act,in_committee
s3268-114,s,3268,114,CLAMP Act,in_committee
s281-114,s,281,114,Taxpayer Transparency Act of 2015,in_committee
s2436-114,s,2436,114,Puerto Rico Emergency Financial Stability Act of 2015,in_committee
s590-114,s,590,114,Campus Accountability and Safety Act,in_committee
s1922-114,s,1922,114,Improving the Quality of Disability Decisions Act of 2015,in_committee
s3079-114,s,3079,114,"Fairness, Accountability, and Certainty for Taxpayers in Coal Leasing Act",in_committee
s1482-114,s,1482,114,Need-Based Educational Aid Act of 2015,passed
s1646-114,s,1646,114,Technical Clarification to Public Law 113-243 Act of 2015,in_committee
s2259-114,s,2259,114,ACO Assignment Improvement Act of 2015,in_committee
s711-114,s,711,114,Mental Health First Act of 2015,in_committee
s2366-114,s,2366,114,Spectrum Challenge Prize Act of 2015,in_committee
s1726-114,s,1726,114,Marijuana Businesses Access to Banking Act of 2015,in_committee
s2869-114,s,2869,114,Boost Saving for College Act,in_committee
s1529-114,s,1529,114,Crime Gun Tracing Act of 2015,in_committee
s375-114,s,375,114,Small BREW Act,in_committee
s238-114,s,238,114,Eric Williams Correctional Officer Protection Act of 2015,passed
s2576-114,s,2576,114,Support Our Brave Law Enforcement Act,in_committee
s776-114,s,776,114,Medication Therapy Management Empowerment Act of 2015,in_committee
s3264-114,s,3264,114,A bill to amend the Internal Revenue Code of 1986 to modify the credit for production of electricity from renewable resources to allow a credit for certain open-loop biomass and trash facilities placed in service before the date of the enactment of this Act and to modify the definition of municipal solid waste.,in_committee
s803-114,s,803,114,Family Friendly and Workplace Flexibility Act of 2015,in_committee
s667-114,s,667,114,Child Welfare Provider Inclusion Act of 2015,in_committee
s2398-114,s,2398,114,Clean Energy Worker Just Transition Act,in_committee
s3056-114,s,3056,114,CREATES Act of 2016,in_committee
s3098-114,s,3098,114,"A bill to remove reversionary clauses on property owned by the municipality of Anchorage, Alaska.",in_committee
s1042-114,s,1042,114,Clean Ocean and Safe Tourism Anti-Drilling Act,in_committee
s3218-114,s,3218,114,Reaching Underserved Rural Areas to Lead on Telehealth Act,in_committee
s2783-114,s,2783,114,Rural Housing Preservation Act of 2016,in_committee
s655-114,s,655,114,A bill to prohibit the use of funds by the Secretary of the Interior to make a final determination on the listing of the northern long-eared bat under the Endangered Species Act of 1973.,in_committee
s125-114,s,125,114,Bulletproof Vest Partnership Grant Program Reauthorization Act of 2015,passed
s530-114,s,530,114,"A bill to require the president of the Federal Reserve Bank of New York to be appointed by the President, by and with the advice and consent of the Senate.",in_committee
s2317-114,s,2317,114,Minority-Serving Institution Fairness Act,in_committee
s2683-114,s,2683,114,Federal Aviation Administration Veteran Transition Improvement Act of 2016,passed
s2051-114,s,2051,114,"Improving Postal Operations, Service, and Transparency Act of 2015",in_committee
s2178-114,s,2178,114,Timber Revitalization and Economic Enhancement Act of 2015,in_committee
s557-114,s,557,114,Accelerated Learning Act of 2015,in_committee
s2909-114,s,2909,114,CAPTIVE Act,in_committee
s1834-114,s,1834,114,Lori Jackson Domestic Violence Survivor Protection Act,in_committee
s2125-114,s,2125,114,Small Business Lending and Economic Inequality Reduction Act of 2015,in_committee
s1299-114,s,1299,114,Garrett Lee Smith Memorial Act Reauthorization of 2015,in_committee
s1334-114,s,1334,114,"Illegal, Unreported, and Unregulated Fishing Enforcement Act of 2015",out_of_committee
s152-114,s,152,114,Keep the Promise Act of 2015,out_of_committee
s2023-114,s,2023,114,Prescription Drug Affordability Act of 2015,in_committee
s1398-114,s,1398,114,Energy Title of America COMPETES Reauthorization Act of 2015,in_committee
s1946-114,s,1946,114,Tax Relief Extension Act of 2015,out_of_committee
s1891-114,s,1891,114,Coal Royalty Fairness Act of 2015,in_committee
s2446-114,s,2446,114,Improving Coal Combustion Residuals Regulation Act of 2016,in_committee
s2371-114,s,2371,114,Physician Shortage Minimization Act of 2015,in_committee
s1603-114,s,1603,114,Border Jobs for Veterans Act of 2015,out_of_committee
s1314-114,s,1314,114,Commercial UAS Modernization Act,in_committee
s3380-114,s,3380,114,Accreditation Reform and Enhanced Accountability Act of 2016,in_committee
s764-114,s,764,114,Defund Planned Parenthood Act of 2015,passed
s165-114,s,165,114,Detaining Terrorists to Protect America Act of 2015,out_of_committee
s2300-114,s,2300,114,American SAFE Act of 2015,in_committee
s2044-114,s,2044,114,Consumer Review Freedom Act of 2015,out_of_committee
s143-114,s,143,114,United States Merchant Marine Academy Improvements Act of 2015,out_of_committee
s2193-114,s,2193,114,Kate's Law,out_of_committee
s1040-114,s,1040,114,ROV In-Depth Examination Act of 2015,out_of_committee
s489-114,s,489,114,Low Value Shipment Regulatory Modernization Act of 2015,in_committee
s869-114,s,869,114,All-of-the-Above Federal Building Energy Conservation Act of 2015,in_committee
s2113-114,s,2113,114,Crowdsourcing and Citizen Science Act of 2015,in_committee
s1702-114,s,1702,114,Fairness in Respondent Selection Act of 2015,in_committee
s1009-114,s,1009,114,AGOA Extension and Enhancement Act of 2015,in_committee
s3181-114,s,3181,114,S Corporation Modernization Act of 2016,in_committee
s1559-114,s,1559,114,Pet and Women Safety Act of 2015,in_committee
s317-114,s,317,114,PRE-K Act,in_committee
s401-114,s,401,114,Lawsuit Abuse Reduction Act of 2015,in_committee
hres228-115,hres,228,115,Providing for consideration of the bill (H.R. 1628) to provide for reconciliation pursuant to title II of the concurrent resolution on the budget for fiscal year 2017.,passed
hres40-115,hres,40,115,"Providing for consideration of the bill (H.R. 78) to improve the consideration by the Securities and Exchange Commission of the costs and benefits of its regulations and orders; providing for consideration of the bill (H.R. 238) to reauthorize the Commodity Futures Trading Commission, to better protect futures customers, to provide end-users with market certainty, to make basic reforms to ensure transparency and accountability at the Commission, to help farmers, ranchers, and end-users manage risks, to help keep consumer costs low, and for other purposes; and for other purposes.",passed
hres796-115,hres,796,115,"Providing for consideration of the Senate amendment to the bill (H.R. 1625) to amend the State Department Basic Authorities Act of 1956 to include severe forms of trafficking in persons within the definition of transnational organized crime for purposes of the rewards program of the Department of State, and for other purposes; and providing for proceedings during the period from March 23, 2018, through April 9, 2018.",passed
hres373-115,hres,373,115,"Expressing support for the designation of June 2017 as ""National Gun Violence Awareness Month"" and calling on Congress to address gun violence.",in_committee
hres835-115,hres,835,115,"Supporting robust relations with the State of Israel bilaterally and in multilateral fora upon seventy years of statehood, and for other purposes.",passed
hres31-115,hres,31,115,"Expressing the sense of the House of Representatives that the United States Postal Service should take all appropriate measures to restore service standards in effect as of July 1, 2012.",in_committee
hres733-115,hres,733,115,"Expressing support for health and wellness coaches and ""National Health and Wellness Coach Recognition Week"".",in_committee
hres222-115,hres,222,115,"Expressing support for designation of May 5, 2017, as ""National Day of Awareness for Missing and Murdered Native Women and Girls"".",in_committee
hres500-115,hres,500,115,"Providing for consideration of the bill (H.R. 3354) making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2018, and for other purposes; providing for consideration of motions to suspend the rules; and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules.",passed
hres1165-115,hres,1165,115,Condemning the Assad regime and its backers for their continued support of war crimes and crimes against humanity in Syria.,passed
hres980-115,hres,980,115,Expressing support for the designation of July 13 as Collector Car Appreciation Day and recognizing that the collection and restoration of historic and classic cars is an important part of preserving the technological achievements and cultural heritage of the United States.,in_committee
hres854-115,hres,854,115,"Affirming a commitment to elevate the voices, leadership, and needs of historically and currently disenfranchised and underserved communities in the effort to end sexual violence and support all survivors of sexual violence, including immigrant survivors, survivors with disabilities, survivors of color, survivors of child sexual abuse, and lesbian, gay, bisexual, and transgender survivors.",in_committee
hres1073-115,hres,1073,115,"Expressing the sense of the House of Representatives that the Presidential Determination of the annual refugee admissions limit in fiscal year 2019 shall be no less than 110,000 and that President Trump and his administration must operate the United States Refugee Admissions Program (USRAP) in good faith.",in_committee
hres1156-115,hres,1156,115,Expressing concern about the threat posed to democracy and the democratic process by theocratic groups operating in Bangladesh.,in_committee
hres160-115,hres,160,115,Amending the Rules of the House of Representatives to establish a Permanent Select Committee on Aging.,in_committee
hres58-115,hres,58,115,Expressing the sense of the House of Representatives regarding unanswered questions into the fate of Raoul Wallenberg.,in_committee
hres950-115,hres,950,115,"Expressing support for the designation of the week of June 18 through June 22, 2018, as National GI Bill Commemoration Week.",in_committee
hres972-115,hres,972,115,Original LGBTQ Pride Month Resolution of 2018,in_committee
hres993-115,hres,993,115,Expressing the sense of the House of Representatives that Congress should take all appropriate measures to ensure that the United States Postal Service remains an independent establishment of the Federal Government and is not subject to privatization.,in_committee
hres987-115,hres,987,115,"Condemning the Attorney General's decision in ""Matter of A-B-"" seeking to declare domestic violence and gang violence as invalid grounds for seeking asylum.",in_committee
hres11-115,hres,11,115,"Objecting to United Nations Security Council Resolution 2334 as an obstacle to Israeli-Palestinian peace, and for other purposes.",passed
hres1066-115,hres,1066,115,"Expressing the sense of the House of Representatives that protections for individuals with pre-existing conditions should be retained in law regardless of further amendments to, or the repeal of, the Patient Protection and Affordable Care Act.",in_committee
hres569-115,hres,569,115,"Additional Supplemental Appropriations for Disaster Relief Requirements Act, 2017",passed
hres180-115,hres,180,115,"Providing for consideration of the bill (H.R. 720) to amend Rule 11 of the Federal Rules of Civil Procedure to improve attorney accountability, and for other purposes, and providing for consideration of the bill (H.R. 985) to amend the procedures used in Federal court class actions and multidistrict litigation proceedings to assure fairer, more efficient outcomes for claimants and defendants, and for other purposes.",passed
hres915-115,hres,915,115,"Expressing the sense of the Congress in support of protecting patients' access to medically appropriate, evidence-based healthcare and information, and the ethical and professional obligations of healthcare professionals to provide that care and information.",in_committee
hres51-115,hres,51,115,Electing Members to certain standing committees of the House of Representatives.,passed
hres111-115,hres,111,115,Of inquiry directing the Attorney General to transmit certain documents to the House of Representatives relating to the financial practices of the President.,out_of_committee
hres694-115,hres,694,115,"Providing for consideration of the bill (H.R. 4712) to amend title 18, United States Code, to prohibit a health care practitioner from failing to exercise the proper degree of care in the case of a child who survives an abortion or attempted abortion, and providing for proceedings during the period from January 22, 2018, through January 26, 2018.",passed
hres332-115,hres,332,115,Supporting the goals and ideals of the International Day Against Homophobia and Transphobia.,in_committee
hres216-115,hres,216,115,Congratulating the Plastics Industry Association on its 80th anniversary.,in_committee
hres1051-115,hres,1051,115,"Providing for consideration of the bill (H.R. 6691) to amend title 18, United States Code, to clarify the definition of ""crime of violence"", and for other purposes, and providing for consideration of motions to suspend the rules.",passed
hres168-115,hres,168,115,"Encouraging people in the United States to recognize March 2, 2017, as Read Across America Day.",in_committee
hres667-115,hres,667,115,"Providing for consideration of the conference report to accompany the bill (H.R. 1) to provide for reconciliation pursuant to titles II and V of the concurrent resolution on the budget for fiscal year 2018; providing for consideration of the bill (H.R. 3312) to amend the Dodd-Frank Wall Street Reform and Consumer Protection Act to specify when bank holding companies may be subject to certain enhanced supervision, and for other purposes; and for other purposes.",passed
hres1076-115,hres,1076,115,Encouraging the House of Representatives to pass laws to prevent gun violence.,in_committee
hres659-115,hres,659,115,"Amending the Rules of the House of Representatives to establish a point of order against legislation that cuts Social Security, Medicare, or Medicaid benefits.",in_committee
s582-114,s,582,114,No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2015,in_committee
s928-114,s,928,114,James Zadroga 9/11 Health and Compensation Reauthorization Act,in_committee
s586-114,s,586,114,National Diabetes Clinical Care Commission Act,in_committee
s2687-114,s,2687,114,Plan of Safe Care Improvement Act,out_of_committee
s1967-114,s,1967,114,"A bill to provide for the conveyance of land of the Illiana Health Care System of the Department of Veterans Affairs in Danville, Illinois.",in_committee
s2777-114,s,2777,114,Contact Lens Consumer Health Protection Act of 2016,in_committee
s3381-114,s,3381,114,National Historic Vehicle Register Act of 2016,in_committee
s133-114,s,133,114,Klamath Basin Water Recovery and Economic Restoration Act of 2015,in_committee
s889-114,s,889,114,Fuel Choice and Deregulation Act of 2015,in_committee
s2499-114,s,2499,114,Health Savings Act of 2016,in_committee
s237-114,s,237,114,Geolocational Privacy and Surveillance Act,in_committee
s3214-114,s,3214,114,Vote By Mail Act of 2016,in_committee
s290-114,s,290,114,Increasing the Department of Veterans Affairs Accountability to Veterans Act of 2015,out_of_committee
s2669-114,s,2669,114,Ensuring Removal of Terminated Providers from Medicaidand CHIP Act,in_committee
s2985-114,s,2985,114,World's Greatest Healthcare Plan Act of 2016,in_committee
s2425-114,s,2425,114,Patient Access and Medicare Protection Act,passed
s3348-114,s,3348,114,Presidential Tax Transparency Act,out_of_committee
s3441-114,s,3441,114,Trafficking Survivors Relief Act of 2016,in_committee
s1798-114,s,1798,114,United States Commission on International Religious Freedom Reauthorization Act of 2015,in_committee
s1368-114,s,1368,114,SIGMA Act of 2015,in_committee
s884-114,s,884,114,Health Care Safety Net Enhancement Act of 2015,in_committee
s2694-114,s,2694,114,Lifesaving Gear for Police Act,in_committee
s453-114,s,453,114,Veteran Emergency Medical Technician Support Act of 2015,in_committee
s176-114,s,176,114,W21,in_committee
s228-114,s,228,114,National Monument Designation Transparency and Accountability Act of 2015,in_committee
s2560-114,s,2560,114,Making College Affordable and Accessible Act of 2016,in_committee
s2343-114,s,2343,114,Telehealth Innovation and Improvement Act of 2015,in_committee
s540-114,s,540,114,School Food Modernization Act,in_committee
s2675-114,s,2675,114,Puerto Rico Recovery Act of 2016,in_committee
s2238-114,s,2238,114,Keep It in the Ground Act of 2015,in_committee
s1925-114,s,1925,114,A bill to extend the secure rural schools and community self-determination program and to make permanent the payment in lieu of taxes program and the land and water conservation fund.,in_committee
s2098-114,s,2098,114,Students Before Profits Act of 2015,in_committee
s683-114,s,683,114,CARERS Act of 2015,in_committee
s904-114,s,904,114,Craft Beverage Bond Simplification Act of 2015,out_of_committee
s2127-114,s,2127,114,Dr. Chris Kirkpatrick Whistleblower Protection Act of 2015,out_of_committee
s2631-114,s,2631,114,Lead-Safe Housing for Kids Act of 2016,in_committee
s3040-114,s,3040,114,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2017",out_of_committee
s3420-114,s,3420,114,Urban Agriculture Act of 2016,in_committee
s1058-114,s,1058,114,Marine and Hydrokinetic Renewable Energy Act of 2015,in_committee
s11-114,s,11,114,ENFORCE the Law Act of 2015,in_committee
s2308-114,s,2308,114,Church Plan Clarification Act of 2015,out_of_committee
s3102-114,s,3102,114,Pershing County Economic Development and Conservation Act,in_committee
s1911-114,s,1911,114,Reach Every Mother and Child Act of 2015,in_committee
s915-114,s,915,114,Real Estate Investment and Jobs Act of 2015,out_of_committee
s2828-114,s,2828,114,"A bill to designate the community-based outpatient clinic of the Department of Veterans Affairs located in The Dalles, Oregon, as the ""Loren R. Kaufman Memorial Veterans' Clinic"".",in_committee
s1073-114,s,1073,114,Stopping Improper Payments to Deceased People Act,out_of_committee
s1694-114,s,1694,114,Yakima River Basin Water Enhancement Project Phase III Act of 2015,out_of_committee
s2412-114,s,2412,114,Tule Lake National Historic Site Establishment Act of 2015,out_of_committee
s708-114,s,708,114,Regulatory Improvement Act of 2015,in_committee
s2727-114,s,2727,114,"A bill to amend the Federal Water Pollution Control Act to allow preservation leasing as a form of compensatory mitigation for discharges of dredged or fill material affecting State or Indian land, and for other purposes.",in_committee
s1476-114,s,1476,114,"Police Reporting Information, Data, and Evidence Act of 2015",in_committee
s318-114,s,318,114,Accelerating Biomedical Research Act,in_committee
s2691-114,s,2691,114,Integrating Behavioral Health Through Technology Act of 2016,in_committee
s2530-114,s,2530,114,Small Aircraft Tax Modification Act of 2016,in_committee
s2461-114,s,2461,114,Nuclear Energy Innovation Capabilities Act,in_committee
s390-114,s,390,114,Making Public Land Public Access Act,in_committee
s2704-114,s,2704,114,ABLE Age Adjustment Act,in_committee
s1383-114,s,1383,114,Consumer Financial Protection Bureau Accountability Act of 2015,in_committee
s3273-114,s,3273,114,Alaska Native Claims Settlement Improvement Act of 2016,in_committee
s568-114,s,568,114,Trade Adjustment Assistance Act of 2015,in_committee
s522-114,s,522,114,Protecting And Retaining Our Children's Health Insurance Program Act of 2015,in_committee
s3192-114,s,3192,114,Alex Diekmann Peak Designation Act of 2016,in_committee
s2102-114,s,2102,114,Standard Merger and Acquisition Reviews Through Equal Rules Act of 2015,in_committee
s3070-114,s,3070,114,Hygiene Assistance for Families of Infants and Toddlers Act of 2016,in_committee
s966-114,s,966,114,Commercial Real Estate and Economic Development Act of 2015,out_of_committee
s1-114,s,1,114,Keystone XL Pipeline Approval Act,passed
s2145-114,s,2145,114,"Middle East Refugee Emergency Supplemental Appropriations Act, 2016",in_committee
s1774-114,s,1774,114,Puerto Rico Chapter 9 Uniformity Act of 2015,in_committee
s1256-114,s,1256,114,Advancing Grid Storage Act of 2015,in_committee
s1088-114,s,1088,114,Voter Registration Modernization Act,in_committee
s1658-114,s,1658,114,Vested Employee Pension Benefit Protection Act,in_committee
s1431-114,s,1431,114,Prescription Drug Abuse Prevention and Treatment Act of 2015,in_committee
s2297-114,s,2297,114,Medicare Choices Empowerment and Protection Act,in_committee
s2942-114,s,2942,114,A bill to extend certain privileges and immunities to the Gulf Cooperation Council.,out_of_committee
s1039-114,s,1039,114,A bill to require certain agencies to conduct assessments of data centers and develop data center consolidation and optimization plans to achieve energy cost savings.,in_committee
s1173-114,s,1173,114,Raechel and Jacqueline Houck Safe Rental Car Act of 2015,in_committee
s2026-114,s,2026,114,Stop Nuclear Waste by Our Lakes Act of 2015,in_committee
s862-114,s,862,114,Paycheck Fairness Act,in_committee
s1602-114,s,1602,114,Puerto Rico Hospital HITECH Amendments Act of 2015,in_committee
s2333-114,s,2333,114,Taxpayer Rights Act of 2015,in_committee
hres413-115,hres,413,115,"Expressing support for the designation of July as ""American Grown Flower Month"".",in_committee
hres528-115,hres,528,115,Condemning horrific acts of violence against Burma's Rohingya population and calling on Aung San Suu Kyi to play an active role in ending this humanitarian tragedy.,in_committee
hres690-115,hres,690,115,"Expressing the sense of the House of Representatives that no Federal funds granted, awarded, or loaned pursuant to any legislation, infrastructure-specific or otherwise, should be used to fund the construction, improvement, or acquisition of broadband facilities or service in areas where there is an existing broadband provider that meets certain minimum standards.",in_committee
hres618-115,hres,618,115,"Expressing support for the designation of the third Wednesday of November as ""Utility Scam Awareness Day"".",in_committee
hres701-115,hres,701,115,"Expressing the sense of the House of Representatives that with respect to any study required to be conducted by the Federal Communications Commission, or any entity regulated by the Commission under the Federal Communications Act of 1934, under the National Environmental Policy Act of 1969 or division A of subtitle III of title 54, United States Code (formerly known as the National Historic Preservation Act), for the provision of broadband infrastructure, the area to be studied should be limited to the area of impact.",in_committee
hres539-115,hres,539,115,"Calling for sickle-cell trait research, surveillance, and public education and awareness.",in_committee
hres433-115,hres,433,115,"Disapproving of the United Nations Educational, Scientific and Cultural Organization (UNESCO) World Heritage Committee Inscription of Hebron as a Palestinian World Heritage Site in Danger.",in_committee
hres152-115,hres,152,115,"Expressing the sense of the House of Representatives that clean water is a national priority, and that the June 29, 2015, Waters of the United States Rule should be withdrawn or vacated.",in_committee
hres395-115,hres,395,115,"Reaffirming the leadership of the United States in promoting the safety, health, and well-being of refugees and displaced persons.",in_committee
hres613-115,hres,613,115,Supporting the goal of ensuring that members of the Armed Forces have opportunities to receive career technical education training and credentialing opportunities during their term of service to ensure they can transition directly into in-demand civilian careers.,in_committee
hres48-115,hres,48,115,"Providing for consideration of the concurrent resolution (S. Con. Res. 3) setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026, and providing for consideration of the bill (S. 84) to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.",passed
hres789-115,hres,789,115,"Expressing support for designation of April 2018 as ""Second Chance Month"".",in_committee
hjres55-115,hjres,55,115,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule of the Office of Natural Resources Revenue relating to ""Amendments to Civil Penalty Regulations"".",in_committee
hjres111-115,hjres,111,115,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by Bureau of Consumer Financial Protection relating to ""Arbitration Agreements"".",passed
hjres120-115,hjres,120,115,Proposing an amendment to the Constitution of the United States limiting the pardon power of the President.,in_committee
hjres54-115,hjres,54,115,Disapproving the rule submitted by the Department of the Treasury and the Internal Revenue Service relating to documentation requirements for certain related-party interests in a corporation to be treated as indebtedness.,in_committee
hjres69-115,hjres,69,115,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule of the Department of the Interior relating to ""Non-Subsistence Take of Wildlife, and Public Participation and Closure Procedures, on National Wildlife Refuges in Alaska"".",passed
hjres61-115,hjres,61,115,Proposing an amendment to the Constitution of the United States giving Congress power to prohibit the physical desecration of the flag of the United States.,in_committee
hjres42-115,hjres,42,115,Disapproving the rule submitted by the Department of Labor relating to drug testing of unemployment compensation applicants.,passed
hjres32-115,hjres,32,115,Proposing an amendment to the Constitution of the United States to give States the authority to repeal Federal rules and regulations when the repeal is agreed to by the legislatures of two-thirds of the several States.,in_committee
hjres67-115,hjres,67,115,Disapproving the rule submitted by the Department of Labor relating to savings arrangements established by qualified State political subdivisions for non-governmental employees.,passed
hjres53-115,hjres,53,115,Removing the deadline for the ratification of the equal rights amendment.,in_committee
hjres97-115,hjres,97,115,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Agriculture relating to ""Tongass National Forest Land and Resource Management Plan Amendment"".",in_committee
hjres102-115,hjres,102,115,Relating to the disapproval of the proposed export to the Government of the Kingdom of Saudi Arabia of certain defense articles.,in_committee
hjres86-115,hjres,86,115,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Federal Communications Commission relating to ""Protecting the Privacy of Customers of Broadband and Other Telecommunications Services"".",in_committee
