committee_id,bill_id
HSED,hr5294-114
HSGO,hr3387-114
SSJU,hr468-114
HSED,hr468-114
HSED,hr3582-114
HSII,hr4686-114
HSIF,hr655-114
HSIF,hr5464-114
HSED,hr2411-114
HSIF,hr1181-114
HSED,hr4652-114
HSWM,hr4652-114
HSIF,hr161-114
HSVR,hr2361-114
HSIF,hr1963-114
HSGO,hr1963-114
HSED,hr1767-114
HSIF,hr1506-114
HSVR,hr3113-114
HSAP,hr3113-114
HSJU,hr51-114
HSIF,hr5542-114
HSPW,hr2262-114
SSCM,hr2262-114
HSSY,hr2262-114
HSVR,hr2516-114
HSVR,hr3595-114
HSGO,hr3595-114
SSAP,hr3049-114
HSAP,hr3049-114
HSED,hr1490-114
HSJU,hr99-114
HSBA,hr1550-114
HSWM,hr869-114
HSBA,hr2542-114
HSAP,hr1072-114
HSRU,hr1072-114
HSGO,hr1072-114
HSGO,hr6303-114
HSWM,hr6088-114
HSIF,hr6088-114
HSWM,hr5631-114
SSFR,hr5631-114
HSJU,hr5631-114
HLIG,hr5631-114
HSGO,hr5631-114
HSBA,hr5631-114
HSFA,hr5631-114
HSIF,hr3428-114
SSBK,hr685-114
HSBA,hr685-114
HSJU,hr238-114
HSBA,hr1766-114
HSBA,hr2473-114
HSJU,hr3468-114
HSBA,hr3468-114
HSSM,hr3468-114
HSAG,hr5836-114
HSII,hr5836-114
HSWM,hr5652-114
HSWM,hr6295-114
HSJU,hr5260-114
HSED,hr5260-114
HSAS,hr1288-114
HSVR,hr1288-114
HSVR,hr800-114
HSVR,hr272-114
HSWM,hr1479-114
HSII,hr2167-114
HSED,hr2167-114
HSAG,hr2167-114
HSWM,hr5366-114
HSIF,hr665-114
HSWM,hr5841-114
HSIF,hr5841-114
HSPW,hr1993-114
HSIF,hr1993-114
HSWM,hr878-114
HSHM,hr878-114
HSIF,hr3843-114
HSPW,hr3843-114
HSII,hr3843-114
HSWM,hr160-114
HSBU,hr3246-114
SSFI,hr4903-114
HSWM,hr4903-114
HSVR,hr969-114
HSWM,hr5533-114
HSHM,hr5533-114
HSJU,hr5533-114
HSIF,hr5533-114
HSAS,hr5533-114
HSED,hr1352-114
HSJU,hr1352-114
HSGO,hr1352-114
HSWM,hr1352-114
HSJU,hr2664-114
HSBU,hr782-114
HSVR,hr1331-114
HSJU,hr64-114
HSVR,hr3974-114
HSWM,hr3046-114
HSWM,hr3846-114
HSWM,hr4774-114
HSIF,hr4774-114
HSGO,hr5242-114
HSFA,hr2027-114
HSAS,hr5304-114
SSFI,hr1152-114
HSWM,hr1152-114
HSSM,hr1583-114
HSJU,hr1347-114
HSBA,hr893-114
HSAS,hr4796-114
HSWM,hr1184-114
HSIF,hr1184-114
SSGA,hr5459-114
HSHM,hr5459-114
HSJU,hr1943-114
HSAS,hr3108-114
HSVR,hr2718-114
HSED,hr850-114
HSGO,hr2254-114
HSED,hr3689-114
HSGO,hr3689-114
HSIF,hr6010-114
HSVR,hr3789-114
HSFA,hr5308-114
HSHM,hr5308-114
HSII,hr3162-114
HSAP,hr5325-114
SSAP,hr5325-114
HSWM,hr1295-114
HSIF,hr3643-114
HSBU,hr5243-114
HSAP,hr5243-114
HSWM,hr6167-114
HSJU,hr5454-114
HSII,hr2817-114
HSBA,hr1233-114
HSSY,hr4174-114
HSAP,hr4174-114
HSED,hr4174-114
HSWM,hr3126-114
HSBA,hr3456-114
HSII,hr6190-114
SSCM,hr5104-114
HSIF,hr5104-114
HSWM,hr764-114
HSWM,hr2412-114
HSHA,hr4520-114
HSBA,hr4520-114
HSVR,hr5407-114
HSBA,hr4908-114
HSWM,hr2788-114
HSWM,hr1852-114
SSGA,hr1777-114
HSGO,hr1777-114
HSSY,hr1978-114
HSVR,hr1978-114
HSPW,hr1978-114
HSJU,hr1978-114
HSIF,hr5073-114
HSIF,hr5327-114
HSSY,hr3682-114
HSED,hr3682-114
HSAS,hr3682-114
HSII,hr3682-114
HSIF,hr3682-114
HSFA,hr3682-114
HSAP,hr3682-114
HSRU,hr3682-114
HSHA,hr3682-114
HSJU,hr3682-114
HSWM,hr3682-114
HSJU,hr2753-114
HSWM,hr2753-114
SSGA,hr3654-114
HSFA,hr3654-114
HSJU,hr3654-114
HLIG,hr3654-114
HSIF,hr965-114
HSGO,hr4418-114
HSSY,hr5089-114
SSFI,hr2582-114
HSIF,hr2582-114
HSWM,hr2582-114
HSSY,hr2177-114
HSPW,hr2177-114
HSIF,hr2177-114
HSBA,hr2177-114
HSGO,hr2177-114
HSBU,hr2177-114
HSWM,hr1611-114
HSWM,hr6246-114
HSWM,hr2838-114
HSPW,hr390-114
HSIF,hr209-114
HSWM,hr209-114
HSAG,hr1284-114
HSBA,hr2567-114
HSED,hr4790-114
HSAG,hr4790-114
HSAS,hr4790-114
HSII,hr4790-114
HSPW,hr4790-114
HSIF,hr4790-114
HSED,hr881-114
HSJU,hr5938-114
HSII,hr2270-114
HSWM,hr5232-114
HSFA,hr2989-114
HSJU,hr2989-114
HSII,hr3644-114
HSED,hr5265-114
HSWM,hr2842-114
HSJU,hr307-114
HSIF,hr4526-114
HSBA,hr4128-114
HSWM,hr4128-114
HSED,hr4042-114
SSVA,hr4063-114
HSAS,hr4063-114
HSVR,hr4063-114
HSPW,hr3334-114
HSAG,hr6099-114
HSII,hr6099-114
HSWM,hr5818-114
HSJU,hr1329-114
HSED,hr4067-114
HSWM,hr4067-114
HSSY,hr443-114
HSBA,hr3192-114
HSIF,hr453-114
SSGA,hr3510-114
HSHM,hr3510-114
HSIF,hr5788-114
HSAS,hr498-114
HSVR,hr498-114
HSBU,hr4447-114
HSAP,hr4447-114
HSED,hr5787-114
HSJU,hr5787-114
HSBU,hr1049-114
HSAG,hr4896-114
HSIF,hr4807-114
HSFA,hr2621-114
HSJU,hr2621-114
HSJU,hr6453-114
HSBA,hr6453-114
HSJU,hr2076-114
HSBA,hr2076-114
HSGO,hr4897-114
HSJU,hr5080-114
HSIF,hr1418-114
HSWM,hr1418-114
HSPW,hr1844-114
HSBA,hr3890-114
HSSY,hr1277-114
HSBA,hr1262-114
HSIF,hr1761-114
HSED,hr2836-114
HSWM,hr2124-114
HSIF,hr2124-114
HSJU,hr1592-114
HSED,hr4022-114
SSGA,hr3735-114
HSGO,hr3735-114
HSJU,hr4048-114
HSFA,hr4048-114
HSRU,hr4048-114
HLIG,hr4048-114
HSED,hr3988-114
HSVR,hr3988-114
HSAS,hr3988-114
HSPW,hr1009-114
HSBA,hr4538-114
HSPW,hr2530-114
HSWM,hr2624-114
HSIF,hr2624-114
HSIF,hr5348-114
HSWM,hr415-114
HSFA,hr3325-114
HSAG,hr3705-114
HSBA,hr3705-114
HSWM,hr2050-114
HSED,hr1827-114
HSSY,hr6227-114
HSIF,hr6227-114
HSHM,hr6227-114
HSWM,hr3861-114
HSWM,hr786-114
HSIF,hr786-114
HSAS,hr3139-114
HSBA,hr2937-114
HSFA,hr2937-114
HSJU,hr2917-114
HSIF,hr2917-114
HSED,hr370-114
HSII,hr370-114
HSWM,hr370-114
HSIF,hr370-114
HSBU,hr370-114
HSAP,hr370-114
HSHA,hr370-114
HSRU,hr370-114
HSJU,hr370-114
HSWM,hr248-114
HSED,hr1035-114
HSWM,hr2774-114
HSVR,hr3755-114
HSIF,hr3755-114
HSWM,hr3755-114
HSWM,hr1178-114
HSIF,hr1178-114
HSVR,hr5083-114
HSED,hr2728-114
HSJU,hr2728-114
HSBA,hr3118-114
HSJU,hr4241-114
HSII,hr936-114
HSAG,hr936-114
HSHA,hr5439-114
HSGO,hr1701-114
HSWM,hr2179-114
HSWM,hr1713-114
HSWM,hr1919-114
HSIF,hr1919-114
HSJU,hr2808-114
HSWM,hr5879-114
HSPW,hr5744-114
HSWM,hr1453-114
HSIF,hr1453-114
HSJU,hr849-114
SSEG,hr959-114
HSII,hr959-114
HSJU,hr140-114
HSJU,hr105-114
HSED,hr596-114
HSWM,hr596-114
HSIF,hr596-114
HSII,hr596-114
HSBU,hr596-114
HSAP,hr596-114
HSHA,hr596-114
HSRU,hr596-114
HSJU,hr596-114
HSJU,hr71-114
HSIF,hr2592-114
HSBU,hr1078-114
HSIF,hr4460-114
HSII,hr3289-114
HSGO,hr1198-114
HSII,hr4456-114
SSCM,hr719-114
HSHM,hr719-114
HSAG,hr4833-114
HSBA,hr597-114
HSWM,hr887-114
HSIF,hr887-114
HSII,hr5277-114
HSGO,hr5647-114
HSWM,hr5647-114
HSWM,hr3285-114
HSIF,hr3285-114
HSJU,hr3411-114
HSBA,hr1878-114
HSPW,hr2933-114
HSJU,hr2462-114
HSII,hr2274-114
HSWM,hr1559-114
HSIF,hr1559-114
HSBU,hr531-114
HSII,hr2467-114
SSCM,hr1162-114
HSSY,hr1162-114
HSED,hr5357-114
HSIF,hr2335-114
HSWM,hr169-114
HSII,hr1183-114
HSVR,hr1183-114
HSED,hr5738-114
HSVR,hr2975-114
HSPW,hr1804-114
HSWM,hr880-114
HSIF,hr5900-114
HSWM,hr3616-114
HSAS,hr3616-114
HSII,hr4473-114
HSIF,hr1462-114
HSII,hr1060-114
HSII,hr5780-114
HSWM,hr1533-114
HSJU,hr5760-114
HSHA,hr5760-114
HSBA,hr5434-114
SSFR,hr515-114
HSJU,hr515-114
HSFA,hr515-114
SSCM,hr2750-114
HSHM,hr2750-114
HSVR,hr2464-114
HSVR,hr5416-114
HSHM,hr6420-114
SSHR,hr3178-114
HSED,hr3178-114
HSWM,hr461-114
SSGA,hr5982-114
HSRU,hr5982-114
HSJU,hr5982-114
HSVR,hr1948-114
HSED,hr2715-114
HSGO,hr4382-114
HSBA,hr4107-114
HSII,hr1168-114
HSJU,hr5490-114
HSBA,hr5490-114
HSGO,hr1230-114
HSIF,hr4797-114
HSBA,hr1031-114
HSFA,hr664-114
HSIF,hr5525-114
HSED,hr2065-114
HSIF,hr434-114
HSED,hr5682-114
HSIF,hr835-114
HSBA,hr5724-114
SSVA,hr2915-114
HSVR,hr2915-114
HSJU,hr4023-114
HSIF,hr3652-114
HSJU,hr1174-114
HSAS,hr333-114
HSVR,hr333-114
HSED,hr344-114
HSJU,hr472-114
HSWM,hr1882-114
HSJU,hr4628-114
HSII,hr3212-114
HSII,hr872-114
HSED,hr5365-114
HSIF,hr5365-114
HSIF,hr263-114
HSII,hr4233-114
HSGO,hr3231-114
HSSM,hr5968-114
HSJU,hr1076-114
HSED,hr1779-114
HSJU,hr1779-114
HSJU,hr228-114
SSSB,hr2670-114
HSSM,hr2670-114
HSSY,hr4776-114
HSII,hr4776-114
HSPW,hr3190-114
HSGO,hr3190-114
SSBK,hr1195-114
HSBA,hr1195-114
HSJU,hr2871-114
HSWM,hr2461-114
HSIF,hr2461-114
HSVR,hr3246-114
SSFI,hr670-114
HSIF,hr670-114
HSPW,hr652-114
HSII,hr5457-114
HSHA,hr2837-114
HSRU,hr317-114
HSGO,hr317-114
HSAS,hr1735-114
HSBA,hr2239-114
HSHM,hr5398-114
HSWM,hr5398-114
HSJU,hr5398-114
HSED,hr5398-114
HSFA,hr5398-114
HSWM,hr630-114
HSJU,hr917-114
HSGO,hr1264-114
HSBA,hr1264-114
HSIF,hr4745-114
HSED,hr5475-114
HSAS,hr5475-114
HSVR,hr5475-114
HSII,hr5475-114
HSWM,hr5475-114
HSJU,hr5475-114
HSBU,hr5475-114
HSAG,hr5475-114
HSIF,hr5475-114
HSWM,hr5731-114
HSWM,hr4934-114
HSIF,hr4152-114
HSAG,hr1025-114
HSED,hr4843-114
SSHR,hr4843-114
HSPW,hr4455-114
HSWM,hr5494-114
HSBA,hr5494-114
HSGO,hr5494-114
HSJU,hr5494-114
HSHA,hr5494-114
HSVR,hr1016-114
HSBA,hr2309-114
HSBA,hr4211-114
HSIF,hr5483-114
HSBA,hr4575-114
HSWM,hr6396-114
HSED,hr6396-114
HSIF,hr666-114
HSFA,hr666-114
SSEV,hr1030-114
HSSY,hr1030-114
HSII,hr3565-114
SSJU,hr5048-114
HSJU,hr5048-114
HSVR,hr3019-114
HSED,hr5496-114
HSHA,hr5496-114
HSGO,hr5496-114
HSIF,hr4187-114
HSED,hr2400-114
HSII,hr2400-114
HSWM,hr2400-114
HSIF,hr2400-114
HSAP,hr2400-114
HSRU,hr2400-114
HSJU,hr2400-114
HSHA,hr2400-114
HSGO,hr2400-114
HSHA,hr5493-114
HSWM,hr4912-114
HSED,hr5813-114
HSSY,hr1597-114
HSGO,hr1597-114
HSSM,hr1597-114
HSAS,hr1597-114
HSWM,hr978-114
HSPW,hr1964-114
HSWM,hr2502-114
HSIF,hr2502-114
HSJU,hr6328-114
HSJU,hr74-114
SSEG,hr4582-114
HSII,hr4582-114
HSWM,hr2883-114
HSVR,hr5392-114
SSFR,hr3694-114
HSFA,hr3694-114
SSEG,hr5577-114
HSII,hr5577-114
HSSM,hr2266-114
HSED,hr2882-114
HSJU,hr862-114
HSWM,hr4948-114
HSGO,hr2032-114
HSBA,hr6266-114
HSIF,hr1006-114
HSII,hr564-114
HSED,hr2794-114
HSWM,hr2794-114
HSWM,hr4459-114
HSVR,hr3122-114
HSED,hr4276-114
HSIF,hr4276-114
HSWM,hr4276-114
HSWM,hr3642-114
HSBA,hr957-114
HSGO,hr957-114
HSSY,hr5583-114
HSGO,hr5583-114
HSIF,hr4429-114
HSPW,hr4429-114
HSJU,hr2977-114
HSIF,hr2977-114
HSBU,hr2977-114
HSBA,hr2977-114
HSWM,hr2157-114
HSAS,hr618-114
HSED,hr618-114
HSGO,hr618-114
HSIF,hr5070-114
HSJU,hr5513-114
HSJU,hr1450-114
HSED,hr1450-114
HSHA,hr1450-114
HSGO,hr1450-114
SSRA,hr723-114
HSHA,hr723-114
HSIF,hr4642-114
HSWM,hr4642-114
HSPW,hr1297-114
HSBA,hr1297-114
HSJU,hr5470-114
HSIF,hr4578-114
HSPW,hr4578-114
HSJU,hr6080-114
HSBA,hr3857-114
SSFR,hr5708-114
HSBA,hr5708-114
HSFA,hr5708-114
HSII,hr388-114
HSAG,hr388-114
HSJU,hr759-114
HSPW,hr798-114
SSFI,hr876-114
HSIF,hr876-114
HSWM,hr876-114
HSIF,hr4209-114
HSWM,hr3571-114
HSAS,hr6377-114
HSPW,hr4479-114
HSIF,hr4479-114
HSBU,hr4479-114
HSBA,hr4479-114
HSED,hr4479-114
SSCM,hr2770-114
HSHM,hr2770-114
HSVR,hr2766-114
HSED,hr436-114
HSGO,hr6450-114
HSED,hr3594-114
HSIF,hr5116-114
SSFR,hr4403-114
HSHM,hr4403-114
HSFA,hr4403-114
HSWM,hr954-114
HSVR,hr5604-114
HSBA,hr4866-114
HSED,hr497-114
HSWM,hr867-114
HSWM,hr2481-114
HSGO,hr6466-114
HSGO,hr1501-114
HSED,hr193-114
SSAF,hr2289-114
HSAG,hr2289-114
HSII,hr291-114
HSSY,hr291-114
HSIF,hr291-114
HSPW,hr291-114
HSJU,hr986-114
HSAS,hr868-114
HSWM,hr868-114
HSSY,hr1508-114
HSED,hr2382-114
HSVR,hr993-114
HSBU,hr1048-114
HSIF,hr2557-114
HSWM,hr2115-114
HSJU,hr3818-114
HSWM,hr1464-114
HSED,hr4376-114
HSIF,hr3385-114
HSPW,hr3385-114
HSBA,hr1523-114
HSIF,hr3756-114
HSPW,hr3756-114
HSAS,hr4683-114
HSBA,hr4683-114
HSIF,hr5906-114
HSIF,hr3014-114
HSJU,hr3014-114
HSBA,hr888-114
HSJU,hr2019-114
HSII,hr1977-114
HSPW,hr2776-114
HSBA,hr6423-114
HSVR,hr1681-114
HSII,hr2352-114
HSJU,hr268-114
HSWM,hr268-114
HSIF,hr2819-114
SSFI,hr3495-114
HSIF,hr3495-114
HSJU,hr4731-114
HSIF,hr2597-114
HSWM,hr2597-114
SSBK,hr251-114
HSBA,hr251-114
HSIF,hr6463-114
HSIF,hr1273-114
HSAS,hr366-114
HSSY,hr366-114
HSVR,hr366-114
HSJU,hr366-114
HSGO,hr366-114
HSAG,hr1714-114
HSPW,hr199-114
HSVR,hr3960-114
HSBA,hr3960-114
HSED,hr576-114
HSBA,hr576-114
HSWM,hr2138-114
HSIF,hr3301-114
HSIF,hr2418-114
HSED,hr5196-114
HSWM,hr5196-114
HSIF,hr1376-114
SSEG,hr2615-114
HSIF,hr1611-114
HSBA,hr1422-114
HSAS,hr321-114
HSHA,hr2143-114
HSED,hr3096-114
HSII,hr1830-114
HSAG,hr1830-114
HSED,hr5155-114
HSVR,hr4080-114
HSAG,hr737-114
HSIF,hr737-114
HSWM,hr5952-114
HSED,hr5952-114
HSIF,hr2736-114
HSJU,hr6091-114
HSJU,hr4602-114
HSBA,hr4602-114
SSGA,hr4904-114
HSGO,hr4904-114
HSRU,hr586-114
HSGO,hr586-114
HSIF,hr3224-114
SSJU,hr5063-114
HSJU,hr5063-114
HSWM,hr5400-114
SSBK,hr2091-114
HSBA,hr2091-114
HSIF,hr1707-114
SSGA,hr3578-114
HSWM,hr5725-114
HSWM,hr4672-114
HSWM,hr5942-114
HSIF,hr5942-114
SSSB,hr4332-114
HSSM,hr4332-114
HSWM,hr2783-114
HSED,hr1070-114
HSED,hr1431-114
HSPW,hr1431-114
HSPW,hr4436-114
SSGA,hr3350-114
HSHM,hr3350-114
HSIF,hr2396-114
HSII,hr3668-114
HSIF,hr1053-114
SSGA,hr5625-114
HSGO,hr5625-114
HSGO,hr2003-114
HSWM,hr2003-114
HSAS,hr2264-114
HSJU,hr4274-114
HSII,hr167-114
HSAG,hr167-114
HSBU,hr167-114
HSED,hr4260-114
HSAS,hr4260-114
HSVR,hr4260-114
HSVR,hr456-114
HSAS,hr3596-114
HSVR,hr3596-114
HSBU,hr3596-114
HSVR,hr1904-114
HSGO,hr1658-114
HSIF,hr3001-114
HSGO,hr3001-114
HSVR,hr614-114
HSWM,hr614-114
HSAG,hr614-114
HSIF,hr614-114
HSRU,hr614-114
HSHA,hr614-114
HSBA,hr614-114
HSJU,hr614-114
HSFA,hr614-114
HSAS,hr614-114
HSAP,hr614-114
HSGO,hr614-114
HSBA,hr2356-114
HSIF,hr2593-114
HSBA,hr5058-114
HSVR,hr2294-114
SSEG,hr3480-114
HSII,hr3480-114
HSVR,hr1569-114
HSVR,hr2813-114
HSBA,hr2813-114
HSED,hr2518-114
HSIF,hr371-114
SSFI,hr4472-114
HSWM,hr4472-114
HSFA,hr590-114
SSCM,hr774-114
HSJU,hr774-114
HSPW,hr774-114
HSII,hr774-114
HSWM,hr3822-114
HSIF,hr6214-114
SSBK,hr702-114
HSIF,hr702-114
HSFA,hr702-114
HSVR,hr2327-114
HSWM,hr795-114
HSIF,hr795-114
HSHA,hr425-114
HSII,hr394-114
HSJU,hr2862-114
HSII,hr308-114
HSED,hr2155-114
HSWM,hr2652-114
HSIF,hr2652-114
HSED,hr1421-114
HSED,hr2654-114
HSJU,hr2654-114
HSGO,hr2654-114
HSHA,hr2654-114
HSWM,hr1781-114
HSJU,hr4760-114
HSBA,hr3921-114
HSWM,hr5082-114
HSIF,hr4715-114
HSED,hr3157-114
HSII,hr3820-114
HSED,hr2364-114
HSII,hr1296-114
HSAG,hr2477-114
HSBA,hr2477-114
HSGO,hr2183-114
SSEG,hr5278-114
HSSM,hr5278-114
HSED,hr5278-114
HSJU,hr5278-114
HSII,hr5278-114
HSED,hr566-114
HSWM,hr3922-114
HSED,hr3922-114
HSGO,hr2741-114
HSIF,hr217-114
HSPW,hr772-114
HSBA,hr1703-114
HSWM,hr1795-114
HSWM,hr305-114
SSVA,hr203-114
HSVR,hr203-114
HSPW,hr2556-114
SSCM,hr4167-114
HSIF,hr4167-114
HSBA,hr1224-114
HSWM,hr3485-114
HSBA,hr1309-114
HSJU,hr1253-114
HSPW,hr4070-114
HSED,hr1432-114
HSPW,hr1432-114
HSPW,hr578-114
HSAS,hr1232-114
HSED,hr4098-114
HSED,hr2351-114
HSIF,hr2351-114
HSIF,hr5902-114
HSED,hr1728-114
HSVR,hr2605-114
HSJU,hr3185-114
HSHA,hr3185-114
HSGO,hr3185-114
HSBA,hr3185-114
HSED,hr3185-114
HSII,hr2098-114
HSGO,hr5139-114
HSAS,hr5139-114
HSAG,hr352-114
HSIF,hr352-114
HSPW,hr352-114
HSAP,hr352-114
HSWM,hr2431-114
HSJU,hr4007-114
HSJU,hr1742-114
HSED,hr2350-114
HSJU,hr2350-114
HSBU,hr2350-114
SSJU,hr1755-114
HSJU,hr1755-114
HSED,hr537-114
HSWM,hr537-114
HSIF,hr537-114
HSJU,hr4356-114
SSVA,hr1384-114
HSVR,hr1384-114
HSFA,hr1797-114
HSIF,hr1797-114
HSBA,hr1797-114
SSHR,hr639-114
HSJU,hr639-114
HSIF,hr639-114
HSGO,hr5425-114
HSIF,hr2125-114
SSGA,hr1560-114
HLIG,hr1560-114
HSVR,hr572-114
HSJU,hr2137-114
HSIF,hr2030-114
HSIF,hr1710-114
HSPW,hr1710-114
HSWM,hr6500-114
HSBA,hr6500-114
HSVR,hr5099-114
HSED,hr4415-114
HSED,hr794-114
HSGO,hr119-114
HSBU,hr119-114
HSAP,hr2772-114
HSWM,hr5477-114
HSII,hr239-114
HSJU,hr168-114
HSSY,hr6066-114
HSGO,hr6066-114
HSAG,hr1445-114
HSII,hr1445-114
HSWM,hr1801-114
HSWM,hr1549-114
HSJU,hr5035-114
HSJU,hr3653-114
SSEV,hr4470-114
HSIF,hr4470-114
HSED,hr1466-114
HSJU,hr1466-114
HSIF,hr1466-114
HSPW,hr1466-114
HSAS,hr1466-114
HSFA,hr1466-114
HSBA,hr1466-114
HLIG,hr1466-114
HSPW,hr5292-114
HSSM,hr207-114
HSII,hr5500-114
HSSY,hr1930-114
HSII,hr1930-114
HSAG,hr1930-114
HSIF,hr1930-114
HSPW,hr1930-114
HSFA,hr1930-114
HSBA,hr1930-114
HSAP,hr1930-114
HSWM,hr1930-114
HSWM,hr1788-114
HSBA,hr2998-114
HSBA,hr2642-114
HSII,hr6115-114
HSJU,hr6421-114
HSJU,hr706-114
HSPW,hr1612-114
SSGA,hr2200-114
HSHM,hr2200-114
HSWM,hr3526-114
HSFA,hr3526-114
HSII,hr3526-114
HSWM,hr2692-114
HSIF,hr4400-114
HSIF,hr5668-114
HSED,hr1956-114
HSJU,hr3054-114
HSBA,hr3054-114
SSCM,hr810-114
HSSY,hr810-114
HSJU,hr1120-114
HSPW,hr1120-114
HSWM,hr144-114
HSJU,hr1385-114
HSBA,hr5429-114
HSBA,hr5541-114
HSWM,hr4626-114
HSJU,hr4928-114
SSBK,hr5322-114
HSBA,hr5322-114
HSBA,hr2987-114
HSIF,hr5078-114
HSPW,hr5078-114
HSJU,hr3227-114
HSAS,hr3227-114
HSBA,hr2099-114
HSII,hr1077-114
HSJU,hr2181-114
HSAG,hr3187-114
HSII,hr152-114
HSAG,hr5733-114
HSII,hr1888-114
HSII,hr5999-114
HSIF,hr826-114
HSJU,hr2823-114
HSBU,hr1890-114
HSRU,hr1890-114
HSWM,hr1890-114
HSJU,hr197-114
SSJU,hr285-114
HSJU,hr285-114
HSJU,hr494-114
HSIF,hr3284-114
HSII,hr3867-114
HSJU,hr4301-114
HSVR,hr5128-114
HSED,hr1131-114
HSJU,hr1131-114
HSWM,hr1131-114
HSAS,hr3365-114
HSVR,hr3365-114
HSGO,hr5785-114
HSGO,hr5341-114
SLIA,hr387-114
HSII,hr387-114
HSIF,hr3154-114
HSBA,hr1662-114
HSWM,hr1662-114
HSII,hr900-114
HSGO,hr598-114
SSFR,hr3457-114
HSFA,hr3457-114
HSII,hr761-114
SSVA,hr3216-114
HSVR,hr3216-114
HSWM,hr4114-114
HSJU,hr1153-114
HSFA,hr1153-114
HSWM,hr4696-114
SSVA,hr294-114
HSVR,hr294-114
HSBA,hr3738-114
HSBA,hr5569-114
HSII,hr2665-114
HSED,hr649-114
SSBK,hr37-114
HSAG,hr37-114
HSBA,hr37-114
HSED,hr6236-114
HSII,hr3410-114
HSAG,hr3410-114
HSIF,hr4827-114
HSJU,hr2834-114
SLIA,hr538-114
HSII,hr538-114
HSVR,hr1845-114
HSVR,hr1909-114
HSJU,hr6346-114
HSJU,hr2079-114
HSED,hr2079-114
SSHR,hr2713-114
HSIF,hr2713-114
HSWM,hr314-114
HSED,hr1089-114
HSAP,hr1089-114
HSGO,hr24-114
HSII,hr1438-114
HSII,hr1647-114
HSJU,hr1283-114
HSED,hr5862-114
HSAP,hr5538-114
HSED,hr3684-114
HSED,hr5899-114
HSWM,hr5324-114
HSVR,hr271-114
HSIF,hr4589-114
HSWM,hr4589-114
HSJU,hr4589-114
HSBA,hr1351-114
SSVA,hr474-114
HSVR,hr474-114
HSED,hr557-114
HSWM,hr557-114
HSJU,hr5510-114
HSIF,hr5510-114
HSWM,hr4705-114
HSIF,hr2328-114
HSII,hr435-114
HSII,hr659-114
HSWM,hr1608-114
HSIF,hr1608-114
HSIF,hr1712-114
HSIF,hr4937-114
HSPW,hr4937-114
HSJU,hr1457-114
HSWM,hr2429-114
HSIF,hr5230-114
HSIF,hr873-114
HSVR,hr4150-114
HSAP,hr58-114
HSBA,hr5593-114
HSII,hr1107-114
HSJU,hr3573-114
HSVR,hr3183-114
HSHM,hr54-114
HSIF,hr54-114
HSVR,hr575-114
HSGO,hr575-114
HSJU,hr5654-114
HSPW,hr5654-114
HSBA,hr5654-114
HSWM,hr1430-114
HSJU,hr5689-114
HSIF,hr5689-114
HSGO,hr3188-114
HSJU,hr2278-114
HSBU,hr5003-114
HSED,hr5003-114
HSIF,hr3865-114
HSAS,hr1247-114
HSVR,hr1247-114
HSPW,hr4630-114
HSIF,hr4630-114
HSHA,hr187-114
HSIF,hr4931-114
HSIF,hr3494-114
HSWM,hr3494-114
HSII,hr1719-114
HSBA,hr6025-114
HSBA,hr6287-114
HSIF,hr2081-114
HSVR,hr3373-114
HSHA,hr2694-114
SLIA,hr360-114
HSBA,hr360-114
SSFR,hr5732-114
HSFA,hr5732-114
HSBA,hr5732-114
HSJU,hr5732-114
HSIF,hr3300-114
HSRU,hr3300-114
HSHA,hr3300-114
HSBA,hr3300-114
HSFA,hr3300-114
HSWM,hr3300-114
HSGO,hr3300-114
HSED,hr2417-114
SSEG,hr1838-114
HSII,hr1838-114
HSED,hr554-114
HSWM,hr554-114
HSED,hr3359-114
HSII,hr3153-114
HSSM,hr1386-114
HSWM,hr4927-114
HSRU,hr4927-114
SSFI,hr3724-114
HSWM,hr3724-114
HSII,hr925-114
HSJU,hr1217-114
HSVR,hr1217-114
HSIF,hr2433-114
HSIF,hr4232-114
HSVR,hr2914-114
HSIF,hr1212-114
HSIF,hr5100-114
HSVR,hr2999-114
HSJU,hr5504-114
HSIF,hr703-114
HSED,hr2844-114
HSJU,hr2844-114
HSWM,hr2844-114
HSIF,hr1515-114
HSWM,hr4181-114
HSJU,hr6131-114
HSII,hr1667-114
HSAS,hr6253-114
HSVR,hr6253-114
HSJU,hr870-114
HSWM,hr2948-114
HSIF,hr2948-114
SSBK,hr1478-114
HSBA,hr1478-114
HSIF,hr266-114
HSIF,hr3237-114
HSSM,hr4027-114
HSBA,hr2363-114
HSAS,hr3698-114
HSJU,hr3698-114
HSWM,hr5723-114
HSIF,hr5723-114
HSWM,hr6023-114
HSIF,hr6023-114
HSII,hr2014-114
HSIF,hr2014-114
SSBK,hr3032-114
HSBA,hr3032-114
HSED,hr2215-114
HSVR,hr941-114
HSGO,hr417-114
HSVR,hr5936-114
HSWM,hr506-114
HSED,hr506-114
SSCM,hr2669-114
HSIF,hr2669-114
HSJU,hr3669-114
HSBA,hr5491-114
HSAS,hr1010-114
HSWM,hr2746-114
HSAS,hr315-114
HSVR,hr315-114
HSIF,hr704-114
HSAG,hr2393-114
HSAG,hr1582-114
HSAG,hr2094-114
HSWM,hr2094-114
HSJU,hr2094-114
HSBA,hr2094-114
